composition,thermal_conductivity,temperature,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Class
YbErSiO5,1.08,298,4,0.661437828,0.629960525,0.625119954,0.625003429,0.625000019,24,62,22.5,70,8,8,73.375,52,18.1875,87,35,87,56.0494375,157.0546,57.05353125,173.054,15.9994,15.9994,602.875,1715.2,685.09375,1770,54.8,54.8,12.5,13,4.75,16,3,16,3.125,4,1.4375,6,2,2,102.125,123,45.15625,189,66,66,2.7,2.2,0.925,3.44,1.24,3.44,2,0,0,2,2,2,2.75,4,1.5625,4,0,4,0,0,0,0,0,0,3.25,14,4.875,14,0,0,8,12,3.5,16,4,6,0,0,0,0,0,0,1.75,4,0.875,4,0,2,0,0,0,0,0,0,0.25,2,0.4375,2,0,0,2,4,0.5,4,0,2,16.33375,25.015,9.0359375,34.12,9.105,9.105,0.096625,0.773,0.16909375,0.773,0,0,0,0,0,0,0,0,88.25,215,95.3125,227,12,12,0.25,0.34375,0,0.40625,1,0.701802721,0.294437987,None
Sc2Y2Dy2Er2Yb2SiO5,0.93,293.15,7,0.423895624,0.343491541,0.315655622,0.312865004,0.312516383,36.375,62,24.375,70,8,8,48.0625,76,28.078125,87,11,87,86.3395015,157.0546,61.590211,173.054,15.9994,15.9994,1142.5625,1759.2,692.4921875,1814,54.8,54.8,7.75,13,5.9375,16,3,16,4.1875,4,1.5625,6,2,2,143.5625,126,52.546875,192,66,66,1.98125,2.22,0.91171875,3.44,1.22,3.44,2,0,0,2,2,2,1.375,4,1.71875,4,0,4,0.25,1,0.375,1,0,0,4.5,14,5.625,14,0,0,8.125,13,4.40625,16,3,6,0,0,0,0,0,0,0.875,4,1.09375,4,0,2,2.25,9,3.375,9,0,0,0.75,4,1.125,4,0,0,3.875,9,2.609375,9,0,2,22.9409375,25.015,9.1365625,34.12,9.105,9.105,0.0483125,0.773,0.090585938,0.773,0,0,7.94E-07,6.35E-06,1.39E-06,6.35E-06,0,0,143.0625,215,81.9140625,227,12,12,0.246153846,0.169230769,0.030769231,0.553846154,0,0.708320593,0.297097491,None
Sc2Y2Dy2Er2Yb2SiO5,0.9,323.15,7,0.423895624,0.343491541,0.315655622,0.312865004,0.312516383,36.375,62,24.375,70,8,8,48.0625,76,28.078125,87,11,87,86.3395015,157.0546,61.590211,173.054,15.9994,15.9994,1142.5625,1759.2,692.4921875,1814,54.8,54.8,7.75,13,5.9375,16,3,16,4.1875,4,1.5625,6,2,2,143.5625,126,52.546875,192,66,66,1.98125,2.22,0.91171875,3.44,1.22,3.44,2,0,0,2,2,2,1.375,4,1.71875,4,0,4,0.25,1,0.375,1,0,0,4.5,14,5.625,14,0,0,8.125,13,4.40625,16,3,6,0,0,0,0,0,0,0.875,4,1.09375,4,0,2,2.25,9,3.375,9,0,0,0.75,4,1.125,4,0,0,3.875,9,2.609375,9,0,2,22.9409375,25.015,9.1365625,34.12,9.105,9.105,0.0483125,0.773,0.090585938,0.773,0,0,7.94E-07,6.35E-06,1.39E-06,6.35E-06,0,0,143.0625,215,81.9140625,227,12,12,0.246153846,0.169230769,0.030769231,0.553846154,0,0.708320593,0.297097491,None
Sc2Y2Dy2Er2Yb2SiO5,0.88,373.15,7,0.423895624,0.343491541,0.315655622,0.312865004,0.312516383,36.375,62,24.375,70,8,8,48.0625,76,28.078125,87,11,87,86.3395015,157.0546,61.590211,173.054,15.9994,15.9994,1142.5625,1759.2,692.4921875,1814,54.8,54.8,7.75,13,5.9375,16,3,16,4.1875,4,1.5625,6,2,2,143.5625,126,52.546875,192,66,66,1.98125,2.22,0.91171875,3.44,1.22,3.44,2,0,0,2,2,2,1.375,4,1.71875,4,0,4,0.25,1,0.375,1,0,0,4.5,14,5.625,14,0,0,8.125,13,4.40625,16,3,6,0,0,0,0,0,0,0.875,4,1.09375,4,0,2,2.25,9,3.375,9,0,0,0.75,4,1.125,4,0,0,3.875,9,2.609375,9,0,2,22.9409375,25.015,9.1365625,34.12,9.105,9.105,0.0483125,0.773,0.090585938,0.773,0,0,7.94E-07,6.35E-06,1.39E-06,6.35E-06,0,0,143.0625,215,81.9140625,227,12,12,0.246153846,0.169230769,0.030769231,0.553846154,0,0.708320593,0.297097491,None
Sc2Y2Dy2Er2Yb2SiO5,0.87,423.15,7,0.423895624,0.343491541,0.315655622,0.312865004,0.312516383,36.375,62,24.375,70,8,8,48.0625,76,28.078125,87,11,87,86.3395015,157.0546,61.590211,173.054,15.9994,15.9994,1142.5625,1759.2,692.4921875,1814,54.8,54.8,7.75,13,5.9375,16,3,16,4.1875,4,1.5625,6,2,2,143.5625,126,52.546875,192,66,66,1.98125,2.22,0.91171875,3.44,1.22,3.44,2,0,0,2,2,2,1.375,4,1.71875,4,0,4,0.25,1,0.375,1,0,0,4.5,14,5.625,14,0,0,8.125,13,4.40625,16,3,6,0,0,0,0,0,0,0.875,4,1.09375,4,0,2,2.25,9,3.375,9,0,0,0.75,4,1.125,4,0,0,3.875,9,2.609375,9,0,2,22.9409375,25.015,9.1365625,34.12,9.105,9.105,0.0483125,0.773,0.090585938,0.773,0,0,7.94E-07,6.35E-06,1.39E-06,6.35E-06,0,0,143.0625,215,81.9140625,227,12,12,0.246153846,0.169230769,0.030769231,0.553846154,0,0.708320593,0.297097491,None
Sc2Y2Dy2Er2Yb2SiO5,0.85,473.15,7,0.423895624,0.343491541,0.315655622,0.312865004,0.312516383,36.375,62,24.375,70,8,8,48.0625,76,28.078125,87,11,87,86.3395015,157.0546,61.590211,173.054,15.9994,15.9994,1142.5625,1759.2,692.4921875,1814,54.8,54.8,7.75,13,5.9375,16,3,16,4.1875,4,1.5625,6,2,2,143.5625,126,52.546875,192,66,66,1.98125,2.22,0.91171875,3.44,1.22,3.44,2,0,0,2,2,2,1.375,4,1.71875,4,0,4,0.25,1,0.375,1,0,0,4.5,14,5.625,14,0,0,8.125,13,4.40625,16,3,6,0,0,0,0,0,0,0.875,4,1.09375,4,0,2,2.25,9,3.375,9,0,0,0.75,4,1.125,4,0,0,3.875,9,2.609375,9,0,2,22.9409375,25.015,9.1365625,34.12,9.105,9.105,0.0483125,0.773,0.090585938,0.773,0,0,7.94E-07,6.35E-06,1.39E-06,6.35E-06,0,0,143.0625,215,81.9140625,227,12,12,0.246153846,0.169230769,0.030769231,0.553846154,0,0.708320593,0.297097491,None
Sc2Y2Dy2Er2Yb2SiO5,0.84,523.15,7,0.423895624,0.343491541,0.315655622,0.312865004,0.312516383,36.375,62,24.375,70,8,8,48.0625,76,28.078125,87,11,87,86.3395015,157.0546,61.590211,173.054,15.9994,15.9994,1142.5625,1759.2,692.4921875,1814,54.8,54.8,7.75,13,5.9375,16,3,16,4.1875,4,1.5625,6,2,2,143.5625,126,52.546875,192,66,66,1.98125,2.22,0.91171875,3.44,1.22,3.44,2,0,0,2,2,2,1.375,4,1.71875,4,0,4,0.25,1,0.375,1,0,0,4.5,14,5.625,14,0,0,8.125,13,4.40625,16,3,6,0,0,0,0,0,0,0.875,4,1.09375,4,0,2,2.25,9,3.375,9,0,0,0.75,4,1.125,4,0,0,3.875,9,2.609375,9,0,2,22.9409375,25.015,9.1365625,34.12,9.105,9.105,0.0483125,0.773,0.090585938,0.773,0,0,7.94E-07,6.35E-06,1.39E-06,6.35E-06,0,0,143.0625,215,81.9140625,227,12,12,0.246153846,0.169230769,0.030769231,0.553846154,0,0.708320593,0.297097491,None
Sc2Y2Dy2Er2Yb2SiO5,0.76,573.15,7,0.423895624,0.343491541,0.315655622,0.312865004,0.312516383,36.375,62,24.375,70,8,8,48.0625,76,28.078125,87,11,87,86.3395015,157.0546,61.590211,173.054,15.9994,15.9994,1142.5625,1759.2,692.4921875,1814,54.8,54.8,7.75,13,5.9375,16,3,16,4.1875,4,1.5625,6,2,2,143.5625,126,52.546875,192,66,66,1.98125,2.22,0.91171875,3.44,1.22,3.44,2,0,0,2,2,2,1.375,4,1.71875,4,0,4,0.25,1,0.375,1,0,0,4.5,14,5.625,14,0,0,8.125,13,4.40625,16,3,6,0,0,0,0,0,0,0.875,4,1.09375,4,0,2,2.25,9,3.375,9,0,0,0.75,4,1.125,4,0,0,3.875,9,2.609375,9,0,2,22.9409375,25.015,9.1365625,34.12,9.105,9.105,0.0483125,0.773,0.090585938,0.773,0,0,7.94E-07,6.35E-06,1.39E-06,6.35E-06,0,0,143.0625,215,81.9140625,227,12,12,0.246153846,0.169230769,0.030769231,0.553846154,0,0.708320593,0.297097491,None
Hf0.2Zr0.2Ti0.2Ta0.2Nb0.2B2,24.8,298,6,0.683130051,0.667775931,0.666673333,0.666666714,0.666666667,19.86666667,68,19.82222222,73,5,5,63.13333333,29,11.82222222,72,43,72,46.63635067,170.13688,47.76713422,180.94788,10.811,10.811,2406.333333,1349,176.9333333,3290,1941,2348,10.13333333,9,3.822222222,13,4,13,3.066666667,4,1.422222222,6,2,2,112.2666667,91,37.68888889,175,84,84,1.844666667,0.74,0.260444444,2.04,1.3,2.04,1.933333333,1,0.124444444,2,1,2,0.666666667,1,0.444444444,1,0,1,0.866666667,4,1.155555556,4,0,0,1.866666667,14,3.235555556,14,0,0,5.333333333,16,3.511111111,19,3,3,0.066666667,1,0.124444444,1,0,0,3.333333333,5,2.222222222,5,0,5,2.466666667,8,3.288888889,8,0,0,0,0,0,0,0,0,5.866666667,3,1.155555556,8,5,5,11.34066667,16.0225,5.557555556,23.195,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.50E-06,2.25E-05,2.80E-06,2.25E-05,0,0,180,63,18.66666667,229,166,166,0.3625,0.125,0.1625,0.35,0,0.127942572,0.038503497,None
Hf0.2Zr0.2Ti0.2Ta0.2Mo0.2B2,15.2,298,6,0.683130051,0.667775931,0.666673333,0.666666714,0.666666667,19.93333333,68,19.91111111,73,5,5,63.33333333,29,11.55555556,72,43,72,46.83992533,170.13688,48.03856711,180.94788,10.811,10.811,2416.066667,1349,192.5066667,3290,1941,2348,10.2,9,3.733333333,13,4,13,3.066666667,4,1.422222222,6,2,2,111.6,91,36.8,175,84,84,1.882,0.86,0.247733333,2.16,1.3,2.04,1.933333333,1,0.124444444,2,1,2,0.666666667,1,0.444444444,1,0,1,0.933333333,5,1.244444444,5,0,0,1.866666667,14,3.235555556,14,0,0,5.4,16,3.573333333,19,3,3,0.066666667,1,0.124444444,1,0,0,3.333333333,5,2.222222222,5,0,5,2.4,8,3.2,8,0,0,0,0,0,0,0,0,5.8,3,1.066666667,8,5,5,11.17466667,16.0225,5.336222222,23.195,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.50E-06,2.25E-05,2.80E-06,2.25E-05,0,0,180,63,18.66666667,229,166,166,0.358024691,0.12345679,0.172839506,0.345679012,0,0.168812602,0.038873149,None
Hf0.2Zr0.2Ti0.2Ta0.2Cr0.2B2,12.6,298,6,0.683130051,0.667775931,0.666673333,0.666666714,0.666666667,18.73333333,68,18.31111111,73,5,5,63.26666667,29,11.64444444,72,43,72,43.90899867,170.13688,44.13066489,180.94788,10.811,10.811,2368.333333,1349,141.2444444,3290,1941,2348,10.2,9,3.733333333,13,4,13,3,4,1.333333333,6,2,2,110.6,91,35.46666667,175,84,84,1.848666667,0.74,0.255111111,2.04,1.3,2.04,1.933333333,1,0.124444444,2,1,2,0.666666667,1,0.444444444,1,0,1,0.933333333,5,1.244444444,5,0,0,1.866666667,14,3.235555556,14,0,0,5.4,16,3.573333333,19,3,3,0.066666667,1,0.124444444,1,0,0,3.333333333,5,2.222222222,5,0,5,2.4,8,3.2,8,0,0,0,0,0,0,0,0,5.8,3,1.066666667,8,5,5,10.87466667,16.0225,4.936222222,23.195,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,1.50E-06,2.25E-05,2.80E-06,2.25E-05,0,0,180,63,18.66666667,229,166,166,0.358024691,0.12345679,0.172839506,0.345679012,0,0.127942572,0.037677668,None
TiB2,96,298,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,10.66666667,17,7.555555556,22,5,5,62.33333333,29,12.88888889,72,43,72,23.163,37.056,16.46933333,47.867,10.811,10.811,2212.333333,407,180.8888889,2348,1941,2348,10,9,4,13,4,13,2.666666667,2,0.888888889,4,2,2,109.3333333,76,33.77777778,160,84,84,1.873333333,0.5,0.222222222,2.04,1.54,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.666666667,2,0.888888889,2,0,0,0,0,0,0,0,0,3.333333333,1,0.444444444,4,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.666666667,8,3.555555556,8,0,0,0,0,0,0,0,0,6,3,1.333333333,8,5,5,10.345,9.5175,4.23,16.69,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,7.51E-06,2.25E-05,1.00E-05,2.25E-05,0,0,175.3333333,28,12.44444444,194,166,166,0.6,0.2,0.2,0,0,0.060586937,0.026927528,None
CrB2,22.3,298,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,11.33333333,19,8.444444444,24,5,5,64.33333333,23,10.22222222,72,49,72,24.53936667,41.1851,18.30448889,51.9961,10.811,10.811,2292,168,74.66666667,2348,2180,2348,10.66666667,7,3.111111111,13,6,13,2.666666667,2,0.888888889,4,2,2,102.3333333,55,24.44444444,139,84,84,1.913333333,0.38,0.168888889,2.04,1.66,2.04,1.666666667,1,0.444444444,2,1,2,0.666666667,1,0.444444444,1,0,1,1.666666667,5,2.222222222,5,0,0,0,0,0,0,0,0,4,3,1.333333333,6,3,3,0.333333333,1,0.444444444,1,0,0,3.333333333,5,2.222222222,5,0,5,1.666666667,5,2.222222222,5,0,0,0,0,0,0,0,0,5.333333333,1,0.444444444,6,5,5,8.511666667,4.0175,1.785555556,11.19,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,0,0,0,0,0,0,187,63,28,229,166,166,0.416666667,0.166666667,0.416666667,0,0,0.035456166,0.015758296,None
HfB2,100,298,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,27.33333333,67,29.77777778,72,5,5,63,27,12,72,45,72,66.704,167.679,74.524,178.49,10.811,10.811,2400.666667,158,70.22222222,2506,2348,2348,10,9,4,13,4,13,3.333333333,4,1.777777778,6,2,2,114.3333333,91,40.44444444,175,84,84,1.793333333,0.74,0.328888889,2.04,1.3,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.666666667,2,0.888888889,2,0,0,4.666666667,14,6.222222222,14,0,0,8,15,6.666666667,18,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.666666667,8,3.555555556,8,0,0,0,0,0,0,0,0,6,3,1.333333333,8,5,5,12.18166667,15.0275,6.678888889,22.2,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,0,0,0,0,0,0,175.3333333,28,12.44444444,194,166,166,0.25,0.083333333,0.083333333,0.583333333,0,0.127942572,0.056863366,None
ZrB2,100,298,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,16.66666667,35,15.55555556,40,5,5,62.66666667,28,12.44444444,72,44,72,37.61533333,80.413,35.73911111,91.224,10.811,10.811,2274.666667,220,97.77777778,2348,2128,2348,10,9,4,13,4,13,3,3,1.333333333,5,2,2,114.3333333,91,40.44444444,175,84,84,1.803333333,0.71,0.315555556,2.04,1.33,2.04,2,0,0,2,2,2,0.666666667,1,0.444444444,1,0,1,0.666666667,2,0.888888889,2,0,0,0,0,0,0,0,0,3.333333333,1,0.444444444,4,3,3,0,0,0,0,0,0,3.333333333,5,2.222222222,5,0,5,2.666666667,8,3.555555556,8,0,0,0,0,0,0,0,0,6,3,1.333333333,8,5,5,12.51333333,16.0225,7.121111111,23.195,7.1725,7.1725,1.016,1.524,0.677333333,1.524,0,1.524,0,0,0,0,0,0,175.3333333,28,12.44444444,194,166,166,0.6,0.2,0.2,0,0,0.118407193,0.052625419,None
Dy0.2Ho0.2Er0.2Y0.2Yb0.23NbO7,0.724,298,7,0.78472936,0.775979621,0.775203041,0.775193933,0.775193799,17.84053156,62,15.25663808,70,8,8,76.09856035,75,16.90145681,87,12,87,40.02476567,157.0546,37.24862895,173.054,15.9994,15.9994,529.8959025,2695.2,736.5827946,2750,54.8,54.8,13.29900332,13,4.187591748,16,3,16,2.766334441,4,1.188115412,6,2,2,90.98671096,126,38.73908677,192,66,66,2.98469546,2.22,0.705898512,3.44,1.22,3.44,1.889258029,1,0.196956374,2,1,2,3.100775194,4,1.394146986,4,0,4,0.465116279,4,0.806613614,4,0,0,1.087486157,14,1.975057916,14,0,0,6.542635659,13,1.339892005,16,3,6,0.110741971,1,0.196956374,1,0,0,1.550387597,2,0.697073493,2,0,2,0.863787375,9,1.497996711,9,0,0,0.199335548,4,0.372181323,4,0,0,2.724252492,9,1.293731121,9,0,2,12.7073385,25.015,5.585020932,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,57.58028793,217,70.66711307,229,12,12,0.288761002,0.473933649,0.071090047,0.166215301,0,0.708320593,0.223284329,None
Yb3NbO7,1.18,298,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Yb3NbO7,1.26,1273.15,3,0.698285977,0.653228741,0.638200714,0.63660489,0.636376938,27.90909091,62,25.33884298,70,8,8,70.27272727,48,21.2892562,87,39,87,65.82401636,157.0546,63.4131481,173.054,15.9994,15.9994,582.6909091,2695.2,671.861157,2750,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.363636364,4,1.73553719,6,2,2,107.9090909,121,53.33884298,187,66,66,2.678181818,2.18,0.969586777,3.44,1.26,3.44,1.909090909,1,0.165289256,2,1,2,2.545454545,4,1.851239669,4,0,4,0.363636364,4,0.661157025,4,0,0,3.818181818,14,5.553719008,14,0,0,8.636363636,11,4.016528926,16,5,6,0.090909091,1,0.165289256,1,0,0,1.272727273,2,0.925619835,2,0,2,0.545454545,6,0.991735537,6,0,0,0,0,0,0,0,0,1.909090909,7,1.041322314,7,0,2,16.75227273,25.015,9.732892562,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,89.81818182,217,99.04132231,229,12,12,0.221052632,0.294736842,0.042105263,0.442105263,1,0.695200166,0.308792857,None
Dy0.75Ho0.75Er0.75Y0.75Yb0.75NbO7,0.862,298,7,0.618486887,0.597539457,0.595760181,0.595744853,0.595744681,28.04255319,62,23.88048891,70,8,8,65.40425532,75,25.73110005,87,12,87,65.73523894,157.0546,59.25972299,173.054,15.9994,15.9994,783.2638298,2695.2,867.9569036,2750,54.8,54.8,10.91489362,13,6.058850158,16,3,16,3.468085106,4,1.749207786,6,2,2,113.9148936,126,57.09008601,192,66,66,2.579361702,2.22,1.025441376,3.44,1.22,3.44,1.914893617,1,0.155726573,2,1,2,2.382978723,4,1.926663649,4,0,4,0.404255319,4,0.68809416,4,0,0,3,14,4.468085106,14,0,0,7.70212766,13,3.088275238,16,3,6,0.085106383,1,0.155726573,1,0,0,1.191489362,2,0.963331824,2,0,2,1.085106383,9,1.846989588,9,0,0,0.574468085,4,0.928927116,4,0,0,2.936170213,9,1.60977818,9,0,2,17.12319149,25.015,9.55358986,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,90.53191489,217,93.56994115,229,12,12,0.248618785,0.309392265,0.052486188,0.389502762,0,0.708320593,0.327316216,None
Y0.5Yb0.5Er0.5Lu0.5Zr0.5Hf0.5O7,1.4,298,7,0.71063352,0.700509833,0.700001562,0.700000006,0.7,23.6,64,21.84,72,8,8,71.7,75,21.42,87,12,87,54.8945625,162.4906,54.4532275,178.49,15.9994,15.9994,599.91,2451.2,763.154,2506,54.8,54.8,12.2,13,5.32,16,3,16,3.1,4,1.54,6,2,2,101.35,124,49.49,190,66,66,2.789,2.22,0.9114,3.44,1.22,3.44,2,0,0,2,2,2,2.8,4,1.68,4,0,4,0.3,2,0.48,2,0,0,2.7,14,4.32,14,0,0,7.8,15,3.38,18,3,6,0,0,0,0,0,0,1.4,2,0.84,2,0,2,1.7,9,2.72,9,0,0,0.1,2,0.19,2,0,0,3.2,9,2.12,9,0,2,14.94,25.015,8.169,34.12,9.105,9.105,0,0,0,0,0,0,1.12E-04,0.0022471,2.13E-04,0.0022471,0,0,68.15,213,78.61,225,12,12,0.256410256,0.358974359,0.038461538,0.346153846,0,0.708320593,0.29058596,None
Yb2Zr2O7,1.97,298,3,0.686348585,0.646108515,0.636847546,0.636391892,0.636364098,25.09090909,62,21.75206612,70,8,8,70.45454545,48,21.05785124,87,39,87,58.23198182,157.0546,53.75055868,173.054,15.9994,15.9994,620.3272727,2073.2,719.7619835,2128,54.8,54.8,11.45454545,13,5.785123967,16,3,16,3.272727273,4,1.619834711,6,2,2,107.8181818,121,53.2231405,187,66,66,2.66,2.18,0.992727273,3.44,1.26,3.44,2,0,0,2,2,2,2.545454545,4,1.851239669,4,0,4,0.363636364,2,0.595041322,2,0,0,2.545454545,14,4.165289256,14,0,0,7.454545455,12,3.107438017,16,4,6,0,0,0,0,0,0,1.272727273,2,0.925619835,2,0,2,1.454545455,8,2.380165289,8,0,0,0,0,0,0,0,0,2.727272727,8,1.917355372,8,0,2,16.215,25.015,9.049090909,34.12,9.105,9.105,0,0,0,0,0,0,0,0,0,0,0,0,83.81818182,213,91.40495868,225,12,12,0.268292683,0.341463415,0.048780488,0.341463415,1,0.695200166,0.316327431,None
Y2SiO5,3.5,298,3,0.684653197,0.639653743,0.626314459,0.625147324,0.62500656,16.5,31,11.25,39,8,8,67.125,75,27.5625,87,12,87,35.736775,72.90645,26.5845375,88.90585,15.9994,15.9994,694.875,1744.2,800.09375,1799,54.8,54.8,12.5,13,4.75,16,3,16,2.875,3,1.09375,5,2,2,102.625,124,45.78125,190,66,66,2.6925,2.22,0.934375,3.44,1.22,3.44,2,0,0,2,2,2,2.75,4,1.5625,4,0,4,0.25,1,0.375,1,0,0,0,0,0,0,0,0,5,3,1.25,6,3,6,0,0,0,0,0,0,1.75,4,0.875,4,0,2,2.25,9,3.375,9,0,0,0,0,0,0,0,0,4,7,2.5,9,2,2,16.336875,23.26,9.03984375,32.365,9.105,9.105,0.096625,0.773,0.16909375,0.773,0,0,0,0,0,0,0,0,84.375,215,90.46875,227,12,12,0.4,0.55,0.05,0,1,0.708320593,0.298060395,None
Y2SiO5,2.6,500,3,0.684653197,0.639653743,0.626314459,0.625147324,0.62500656,16.5,31,11.25,39,8,8,67.125,75,27.5625,87,12,87,35.736775,72.90645,26.5845375,88.90585,15.9994,15.9994,694.875,1744.2,800.09375,1799,54.8,54.8,12.5,13,4.75,16,3,16,2.875,3,1.09375,5,2,2,102.625,124,45.78125,190,66,66,2.6925,2.22,0.934375,3.44,1.22,3.44,2,0,0,2,2,2,2.75,4,1.5625,4,0,4,0.25,1,0.375,1,0,0,0,0,0,0,0,0,5,3,1.25,6,3,6,0,0,0,0,0,0,1.75,4,0.875,4,0,2,2.25,9,3.375,9,0,0,0,0,0,0,0,0,4,7,2.5,9,2,2,16.336875,23.26,9.03984375,32.365,9.105,9.105,0.096625,0.773,0.16909375,0.773,0,0,0,0,0,0,0,0,84.375,215,90.46875,227,12,12,0.4,0.55,0.05,0,1,0.708320593,0.298060395,None
Y2SiO5,2.1,700,3,0.684653197,0.639653743,0.626314459,0.625147324,0.62500656,16.5,31,11.25,39,8,8,67.125,75,27.5625,87,12,87,35.736775,72.90645,26.5845375,88.90585,15.9994,15.9994,694.875,1744.2,800.09375,1799,54.8,54.8,12.5,13,4.75,16,3,16,2.875,3,1.09375,5,2,2,102.625,124,45.78125,190,66,66,2.6925,2.22,0.934375,3.44,1.22,3.44,2,0,0,2,2,2,2.75,4,1.5625,4,0,4,0.25,1,0.375,1,0,0,0,0,0,0,0,0,5,3,1.25,6,3,6,0,0,0,0,0,0,1.75,4,0.875,4,0,2,2.25,9,3.375,9,0,0,0,0,0,0,0,0,4,7,2.5,9,2,2,16.336875,23.26,9.03984375,32.365,9.105,9.105,0.096625,0.773,0.16909375,0.773,0,0,0,0,0,0,0,0,84.375,215,90.46875,227,12,12,0.4,0.55,0.05,0,1,0.708320593,0.298060395,None
