composition,temperature,NComp,mean_Number,maxdiff_Number,dev_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,most_MendeleevNumber,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,maxdiff_Column,dev_Column,maxdiff_Row,dev_Row,mean_Electronegativity,maxdiff_NsValence,dev_NpValence,maxdiff_NdValence,dev_NdValence,max_NdValence,mean_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,min_NValance,most_NValance,mean_NpUnfilled,maxdiff_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,mean_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,min_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,most_GSbandgap,max_SpaceGroupNumber,CanFormIonic,thermal_conductivity
Yb2SiO5,900.0,3,24.25,62,22.875,8,8.0,73.875,48,17.4375,87,87.0,1632.2,579.15625,1687.0,13,4.75,4,1.4375,2.7025,0,1.5625,0,0.0,0,3.5,0.0,8.25,12,4,6.0,1.75,4,2.0,0.0,0,0.0,0.0,1.75,4,0.875,0,16.775625,25.015,9.58828125,9.105,9.105,0.0,227,1,1.6
Yb2SiO5,1100.0,3,24.25,62,22.875,8,8.0,73.875,48,17.4375,87,87.0,1632.2,579.15625,1687.0,13,4.75,4,1.4375,2.7025,0,1.5625,0,0.0,0,3.5,0.0,8.25,12,4,6.0,1.75,4,2.0,0.0,0,0.0,0.0,1.75,4,0.875,0,16.775625,25.015,9.58828125,9.105,9.105,0.0,227,1,1.4
Yb2SiO5,1300.0,3,24.25,62,22.875,8,8.0,73.875,48,17.4375,87,87.0,1632.2,579.15625,1687.0,13,4.75,4,1.4375,2.7025,0,1.5625,0,0.0,0,3.5,0.0,8.25,12,4,6.0,1.75,4,2.0,0.0,0,0.0,0.0,1.75,4,0.875,0,16.775625,25.015,9.58828125,9.105,9.105,0.0,227,1,1.3
Y0.5Ho0.5Er0.5Yb0.5SiO5,298.0,6,22.0,62,19.5,8,8.0,71.5625,75,20.90625,87,87.0,1744.2,738.53125,1799.0,13,4.75,4,1.34375,2.696875,0,1.5625,1,0.1171875,1,2.3125,0.0,7.125,13,3,6.0,1.75,4,2.0,0.5625,9,1.0546875,0.3125,2.625,9,1.1875,0,16.23333333,25.015,8.910416667,9.105,9.105,0.0,227,1,2.1
Y0.5Ho0.5Er0.5Yb0.5SiO5,500.0,6,22.0,62,19.5,8,8.0,71.5625,75,20.90625,87,87.0,1744.2,738.53125,1799.0,13,4.75,4,1.34375,2.696875,0,1.5625,1,0.1171875,1,2.3125,0.0,7.125,13,3,6.0,1.75,4,2.0,0.5625,9,1.0546875,0.3125,2.625,9,1.1875,0,16.23333333,25.015,8.910416667,9.105,9.105,0.0,227,1,1.8
Y0.5Ho0.5Er0.5Yb0.5SiO5,700.0,6,22.0,62,19.5,8,8.0,71.5625,75,20.90625,87,87.0,1744.2,738.53125,1799.0,13,4.75,4,1.34375,2.696875,0,1.5625,1,0.1171875,1,2.3125,0.0,7.125,13,3,6.0,1.75,4,2.0,0.5625,9,1.0546875,0.3125,2.625,9,1.1875,0,16.23333333,25.015,8.910416667,9.105,9.105,0.0,227,1,1.7
Y0.5Ho0.5Er0.5Yb0.5SiO5,900.0,6,22.0,62,19.5,8,8.0,71.5625,75,20.90625,87,87.0,1744.2,738.53125,1799.0,13,4.75,4,1.34375,2.696875,0,1.5625,1,0.1171875,1,2.3125,0.0,7.125,13,3,6.0,1.75,4,2.0,0.5625,9,1.0546875,0.3125,2.625,9,1.1875,0,16.23333333,25.015,8.910416667,9.105,9.105,0.0,227,1,1.65
Y0.5Ho0.5Er0.5Yb0.5SiO5,1100.0,6,22.0,62,19.5,8,8.0,71.5625,75,20.90625,87,87.0,1744.2,738.53125,1799.0,13,4.75,4,1.34375,2.696875,0,1.5625,1,0.1171875,1,2.3125,0.0,7.125,13,3,6.0,1.75,4,2.0,0.5625,9,1.0546875,0.3125,2.625,9,1.1875,0,16.23333333,25.015,8.910416667,9.105,9.105,0.0,227,1,1.8
Y0.5Ho0.5Er0.5Yb0.5SiO5,1300.0,6,22.0,62,19.5,8,8.0,71.5625,75,20.90625,87,87.0,1744.2,738.53125,1799.0,13,4.75,4,1.34375,2.696875,0,1.5625,1,0.1171875,1,2.3125,0.0,7.125,13,3,6.0,1.75,4,2.0,0.5625,9,1.0546875,0.3125,2.625,9,1.1875,0,16.23333333,25.015,8.910416667,9.105,9.105,0.0,227,1,2.3
Zr0.92O1.84Y0.16O0.24,88.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.9
Zr0.92O1.84Y0.16O0.24,120.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.85
Zr0.92O1.84Y0.16O0.24,190.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.8
Zr0.92O1.84Y0.16O0.24,220.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.73
Zr0.92O1.84Y0.16O0.24,300.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.6
Zr0.92O1.84Y0.16O0.24,370.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.55
Zr0.92O1.84Y0.16O0.24,420.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.5
Zr0.92O1.84Y0.16O0.24,530.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.5
Zr0.92O1.84Y0.16O0.24,600.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.5
Zr0.92O1.84Y0.16O0.24,670.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.48
Zr0.92O1.84Y0.16O0.24,820.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.5
Zr0.92O1.84Y0.16O0.24,900.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.52
Zr0.92O1.84Y0.16O0.24,970.0,3,18.88607595,32,14.33103669,8,8.0,70.6835443,75,21.47989104,87,87.0,2073.2,910.8606954,2128.0,13,5.465790739,3,1.349783689,2.713291139,0,1.799711585,2,0.833199808,2,0.0,0.0,5.265822785,3,3,6.0,1.316455696,2,2.0,2.784810127,9,3.666079154,0.0,4.101265823,7,2.766223362,2,14.38487342,23.26,6.950719436,9.105,9.105,0.0,194,1,2.51
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,10.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.4
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,100.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.55
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,200.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.5
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,300.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.6
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,400.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.65
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,500.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.7
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,600.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.76
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,700.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.8
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,800.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.9
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,900.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.85
Zn0.1Ca0.1Sr0.4Ba0.4ZrO3,1000.0,6,21.32,48,16.0368,8,8.0,63.88,80,27.9488,87,87.0,2073.2,724.60032,2128.0,14,6.04,4,1.488,2.5302,0,1.92,10,0.936,10,0.0,0.0,5.0,10,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.5622,54.485,14.012728,9.105,9.105,0.0,229,1,1.9
BaZrO3,10.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,5.8
BaZrO3,100.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,4.5
BaZrO3,200.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,3.6
BaZrO3,300.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,3.2
BaZrO3,400.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,3.0
BaZrO3,500.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,2.9
BaZrO3,600.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,2.9
BaZrO3,700.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,2.9
BaZrO3,800.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,2.9
BaZrO3,900.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,2.9
BaZrO3,1000.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,2.9
BaZrO3,1100.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,2.9
BaZrO3,1200.0,3,24.0,48,19.2,8,8.0,62.8,78,29.04,87,87.0,2073.2,724.416,2128.0,14,6.24,4,1.68,2.508,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,22.82,54.485,16.458,9.105,9.105,0.0,229,1,2.9
SrZrO3,320.0,3,20.4,32,14.88,8,8.0,62.6,79,29.28,87,87.0,2073.2,736.416,2128.0,14,6.24,3,1.44,2.52,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.948,45.125,14.2116,9.105,9.105,0.0,225,1,3.2
SrZrO3,400.0,3,20.4,32,14.88,8,8.0,62.6,79,29.28,87,87.0,2073.2,736.416,2128.0,14,6.24,3,1.44,2.52,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.948,45.125,14.2116,9.105,9.105,0.0,225,1,3.0
SrZrO3,480.0,3,20.4,32,14.88,8,8.0,62.6,79,29.28,87,87.0,2073.2,736.416,2128.0,14,6.24,3,1.44,2.52,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.948,45.125,14.2116,9.105,9.105,0.0,225,1,2.7
SrZrO3,570.0,3,20.4,32,14.88,8,8.0,62.6,79,29.28,87,87.0,2073.2,736.416,2128.0,14,6.24,3,1.44,2.52,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.948,45.125,14.2116,9.105,9.105,0.0,225,1,2.5
SrZrO3,700.0,3,20.4,32,14.88,8,8.0,62.6,79,29.28,87,87.0,2073.2,736.416,2128.0,14,6.24,3,1.44,2.52,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.948,45.125,14.2116,9.105,9.105,0.0,225,1,2.3
SrZrO3,790.0,3,20.4,32,14.88,8,8.0,62.6,79,29.28,87,87.0,2073.2,736.416,2128.0,14,6.24,3,1.44,2.52,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.948,45.125,14.2116,9.105,9.105,0.0,225,1,2.2
SrZrO3,900.0,3,20.4,32,14.88,8,8.0,62.6,79,29.28,87,87.0,2073.2,736.416,2128.0,14,6.24,3,1.44,2.52,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.948,45.125,14.2116,9.105,9.105,0.0,225,1,2.1
SrZrO3,1000.0,3,20.4,32,14.88,8,8.0,62.6,79,29.28,87,87.0,2073.2,736.416,2128.0,14,6.24,3,1.44,2.52,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,20.948,45.125,14.2116,9.105,9.105,0.0,225,1,2.3
CaZrO3,300.0,3,16.8,32,10.56,8,8.0,62.4,80,29.52,87,87.0,2073.2,752.016,2128.0,14,6.24,3,1.2,2.53,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,17.656,28.665,10.2612,9.105,9.105,0.0,225,1,2.3
CaZrO3,400.0,3,16.8,32,10.56,8,8.0,62.4,80,29.52,87,87.0,2073.2,752.016,2128.0,14,6.24,3,1.2,2.53,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,17.656,28.665,10.2612,9.105,9.105,0.0,225,1,2.1
CaZrO3,500.0,3,16.8,32,10.56,8,8.0,62.4,80,29.52,87,87.0,2073.2,752.016,2128.0,14,6.24,3,1.2,2.53,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,17.656,28.665,10.2612,9.105,9.105,0.0,225,1,2.05
CaZrO3,580.0,3,16.8,32,10.56,8,8.0,62.4,80,29.52,87,87.0,2073.2,752.016,2128.0,14,6.24,3,1.2,2.53,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,17.656,28.665,10.2612,9.105,9.105,0.0,225,1,2.0
CaZrO3,680.0,3,16.8,32,10.56,8,8.0,62.4,80,29.52,87,87.0,2073.2,752.016,2128.0,14,6.24,3,1.2,2.53,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,17.656,28.665,10.2612,9.105,9.105,0.0,225,1,2.0
CaZrO3,780.0,3,16.8,32,10.56,8,8.0,62.4,80,29.52,87,87.0,2073.2,752.016,2128.0,14,6.24,3,1.2,2.53,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,17.656,28.665,10.2612,9.105,9.105,0.0,225,1,2.1
CaZrO3,880.0,3,16.8,32,10.56,8,8.0,62.4,80,29.52,87,87.0,2073.2,752.016,2128.0,14,6.24,3,1.2,2.53,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,17.656,28.665,10.2612,9.105,9.105,0.0,225,1,2.15
CaZrO3,990.0,3,16.8,32,10.56,8,8.0,62.4,80,29.52,87,87.0,2073.2,752.016,2128.0,14,6.24,3,1.2,2.53,0,1.92,2,0.64,2,0.0,0.0,4.8,4,2,6.0,1.2,2,2.0,1.6,8,2.56,0.0,2.8,8,2.08,0,17.656,28.665,10.2612,9.105,9.105,0.0,225,1,2.2
Zr0.93O1.86Y0.14O0.21,5.0,3,18.85987261,32,14.31843077,8,8.0,70.92038217,75,21.20051523,87,87.0,2073.2,912.1235101,2128.0,13,5.450241389,3,1.347864011,2.716082803,0,1.797152014,2,0.839790661,2,0.0,0.0,5.27388535,3,3,6.0,1.318471338,2,2.0,2.770700637,9,3.653089375,0.0,4.089171975,7,2.754513368,2,14.31522293,23.26,6.869529596,9.105,9.105,0.0,194,1,3.0
Zr0.93O1.86Y0.14O0.21,100.0,3,18.85987261,32,14.31843077,8,8.0,70.92038217,75,21.20051523,87,87.0,2073.2,912.1235101,2128.0,13,5.450241389,3,1.347864011,2.716082803,0,1.797152014,2,0.839790661,2,0.0,0.0,5.27388535,3,3,6.0,1.318471338,2,2.0,2.770700637,9,3.653089375,0.0,4.089171975,7,2.754513368,2,14.31522293,23.26,6.869529596,9.105,9.105,0.0,194,1,2.8
Zr0.93O1.86Y0.14O0.21,140.0,3,18.85987261,32,14.31843077,8,8.0,70.92038217,75,21.20051523,87,87.0,2073.2,912.1235101,2128.0,13,5.450241389,3,1.347864011,2.716082803,0,1.797152014,2,0.839790661,2,0.0,0.0,5.27388535,3,3,6.0,1.318471338,2,2.0,2.770700637,9,3.653089375,0.0,4.089171975,7,2.754513368,2,14.31522293,23.26,6.869529596,9.105,9.105,0.0,194,1,2.75
Zr0.93O1.86Y0.14O0.21,200.0,3,18.85987261,32,14.31843077,8,8.0,70.92038217,75,21.20051523,87,87.0,2073.2,912.1235101,2128.0,13,5.450241389,3,1.347864011,2.716082803,0,1.797152014,2,0.839790661,2,0.0,0.0,5.27388535,3,3,6.0,1.318471338,2,2.0,2.770700637,9,3.653089375,0.0,4.089171975,7,2.754513368,2,14.31522293,23.26,6.869529596,9.105,9.105,0.0,194,1,2.7
Zr0.93O1.86Y0.14O0.21,250.0,3,18.85987261,32,14.31843077,8,8.0,70.92038217,75,21.20051523,87,87.0,2073.2,912.1235101,2128.0,13,5.450241389,3,1.347864011,2.716082803,0,1.797152014,2,0.839790661,2,0.0,0.0,5.27388535,3,3,6.0,1.318471338,2,2.0,2.770700637,9,3.653089375,0.0,4.089171975,7,2.754513368,2,14.31522293,23.26,6.869529596,9.105,9.105,0.0,194,1,2.65
